Date,Price Earnings Ratio (P/E)
21/03/2008,15.3066
20/03/2008,15.3066
19/03/2008,14.9485
18/03/2008,15.3204
17/03/2008,14.6972
14/03/2008,14.8297
13/03/2008,15.1265
12/03/2008,15.0491
11/03/2008,15.1857
10/03/2008,14.642
07/03/2008,14.872
06/03/2008,14.9985
05/03/2008,15.3358
04/03/2008,15.2813
03/03/2008,15.334
29/02/2008,15.3257
28/02/2008,15.7486
27/02/2008,15.7524
26/02/2008,15.7212
25/02/2008,15.6118
22/02/2008,15.3922
21/02/2008,15.2606
20/02/2008,15.4574
19/02/2008,15.3479
18/02/2008,14.7014
15/02/2008,14.7014
14/02/2008,14.689
13/02/2008,14.8892
12/02/2008,14.6893
11/02/2008,14.5891
08/02/2008,14.4904
07/02/2008,14.5516
06/02/2008,14.4377
05/02/2008,14.5496
04/02/2008,15.0305
01/02/2008,15.1894
31/01/2008,15.0058
30/01/2008,14.726
29/01/2008,14.7966
28/01/2008,14.7061
25/01/2008,14.4534
24/01/2008,14.6961
23/01/2008,14.5497
22/01/2008,14.2443
21/01/2008,14.404
18/01/2008,14.404
17/01/2008,14.5019
16/01/2008,14.9365
15/01/2008,15.0211
14/01/2008,15.4052
11/01/2008,15.2377
10/01/2008,15.4472
09/01/2008,15.3254
08/01/2008,15.1194
07/01/2008,15.4021
04/01/2008,15.3526
03/01/2008,15.739
02/01/2008,15.739
01/01/2008,15.9696
31/12/2007,15.9714
28/12/2007,16.0816
27/12/2007,16.0585
26/12/2007,16.2901
25/12/2007,16.277
24/12/2007,16.277
21/12/2007,16.1465
20/12/2007,15.8823
19/12/2007,15.8055
18/12/2007,15.8271
17/12/2007,15.7288
14/12/2007,15.9687
13/12/2007,16.1917
12/12/2007,16.1698
11/12/2007,16.0727
10/12/2007,16.5088
07/12/2007,16.3863
06/12/2007,16.4156
05/12/2007,16.1725
04/12/2007,15.9305
03/12/2007,16.0355
30/11/2007,16.1305
29/11/2007,16.0079
28/11/2007,15.9993
27/11/2007,15.5551
26/11/2007,15.33
23/11/2007,15.6948
22/11/2007,15.4348
21/11/2007,15.4348
20/11/2007,15.6863
19/11/2007,15.5635
16/11/2007,15.8426
15/11/2007,15.76
14/11/2007,15.9743
13/11/2007,16.0957
12/11/2007,15.6458
09/11/2007,15.8028
08/11/2007,16.0021
07/11/2007,16.0729
06/11/2007,16.4383
05/11/2007,16.2426
02/11/2007,16.3235
01/11/2007,16.3104
31/10/2007,16.7531
30/10/2007,16.5546
29/10/2007,16.6618
26/10/2007,16.6001
25/10/2007,16.3651
24/10/2007,16.381
23/10/2007,16.421
22/10/2007,16.2778
19/10/2007,16.2162
18/10/2007,16.6425
17/10/2007,16.655
16/10/2007,16.6257
15/10/2007,16.7356
12/10/2007,16.877
11/10/2007,16.7971
10/10/2007,16.8842
09/10/2007,16.9132
08/10/2007,16.7774
05/10/2007,16.8315
04/10/2007,16.6721
03/10/2007,16.6371
02/10/2007,16.7131
01/10/2007,16.7175
28/09/2007,16.5033
27/09/2007,16.5534
26/09/2007,16.4889
25/09/2007,16.4003
24/09/2007,16.4059
21/09/2007,16.4923
20/09/2007,16.4166
19/09/2007,16.5275
18/09/2007,16.4276
17/09/2007,15.9614
14/09/2007,16.0435
13/09/2007,16.0403
12/09/2007,15.9064
11/09/2007,15.9056
10/09/2007,15.6917
07/09/2007,15.7117
06/09/2007,15.9793
05/09/2007,15.9115
04/09/2007,16.0969
03/09/2007,15.9301
31/08/2007,15.9301
30/08/2007,15.7534
29/08/2007,15.8388
28/08/2007,15.5001
27/08/2007,15.8709
24/08/2007,16.007
23/08/2007,15.8246
22/08/2007,15.8419
21/08/2007,15.5771
20/08/2007,15.5589
17/08/2007,15.5649
16/08/2007,15.1918
15/08/2007,15.1416
14/08/2007,15.3605
13/08/2007,15.6482
10/08/2007,15.6578
09/08/2007,15.6524
08/08/2007,16.1341
07/08/2007,15.932
06/08/2007,15.8644
03/08/2007,15.4918
02/08/2007,16.2835
01/08/2007,16.2128
31/07/2007,16.0964
30/07/2007,16.3024
27/07/2007,16.1369
26/07/2007,16.3993
25/07/2007,16.7911
24/07/2007,16.7131
23/07/2007,17.0508
20/07/2007,16.9682
19/07/2007,17.1781
18/07/2007,17.1017
17/07/2007,17.1371
16/07/2007,17.1387
13/07/2007,17.1705
12/07/2007,17.1174
11/07/2007,16.7951
10/07/2007,16.6995
09/07/2007,16.9398
06/07/2007,16.9242
05/07/2007,16.8685
04/07/2007,16.8626
03/07/2007,16.8626
02/07/2007,16.8025
29/06/2007,16.6057
28/06/2007,16.632
27/06/2007,16.6427
26/06/2007,16.4978
25/06/2007,16.5512
22/06/2007,16.6045
21/06/2007,16.8214
20/06/2007,16.7213
19/06/2007,16.9523
18/06/2007,16.9229
15/06/2007,16.9434
14/06/2007,16.8336
13/06/2007,16.7339
12/06/2007,16.4833
11/06/2007,16.6609
08/06/2007,16.6449
07/06/2007,16.4585
06/06/2007,16.7547
05/06/2007,16.9049
04/06/2007,16.9961
01/06/2007,16.9736
31/05/2007,16.9104
30/05/2007,16.9089
29/05/2007,16.7726
28/05/2007,16.7456
25/05/2007,16.7456
24/05/2007,16.6546
23/05/2007,16.8182
22/05/2007,16.8373
21/05/2007,16.8486
18/05/2007,16.8224
17/05/2007,16.7118
16/05/2007,16.7268
15/05/2007,16.6012
14/05/2007,16.6335
11/05/2007,16.662
10/05/2007,16.5024
09/05/2007,16.7607
08/05/2007,16.7054
07/05/2007,16.7521
04/05/2007,16.7117
03/05/2007,16.6652
02/05/2007,16.857
01/05/2007,16.7486
30/04/2007,16.7043
27/04/2007,16.8361
26/04/2007,16.8383
25/04/2007,16.8515
24/04/2007,16.6807
23/04/2007,16.6885
20/04/2007,16.7269
19/04/2007,16.5734
18/04/2007,16.5935
17/04/2007,16.582
16/04/2007,16.5483
13/04/2007,16.376
12/04/2007,16.3194
11/04/2007,16.2184
10/04/2007,16.3258
09/04/2007,16.2831
06/04/2007,16.2733
05/04/2007,16.2733
04/04/2007,16.2238
03/04/2007,16.2062
02/04/2007,16.0574
30/03/2007,16.0238
29/03/2007,16.0426
28/03/2007,15.9849
27/03/2007,16.1152
26/03/2007,16.2155
23/03/2007,16.1991
22/03/2007,16.1419
21/03/2007,16.1475
20/03/2007,15.8762
19/03/2007,15.7763
16/03/2007,15.6063
15/03/2007,15.6662
14/03/2007,15.6087
13/03/2007,15.5098
12/03/2007,15.8332
09/03/2007,15.7908
08/03/2007,15.778
07/03/2007,15.6664
06/03/2007,15.7065
05/03/2007,15.4682
02/03/2007,15.6174
01/03/2007,15.7966
28/02/2007,15.8398
27/02/2007,15.8015
26/02/2007,16.3855
23/02/2007,16.4098
22/02/2007,16.4681
21/02/2007,16.4983
20/02/2007,16.5111
19/02/2007,16.4778
16/02/2007,16.4779
15/02/2007,16.4939
14/02/2007,16.4556
13/02/2007,16.3307
12/02/2007,16.2078
09/02/2007,16.2608
08/02/2007,16.3767
07/02/2007,16.3892
06/02/2007,16.3656
05/02/2007,16.3542
02/02/2007,16.37
01/02/2007,16.3423
31/01/2007,16.2483
30/01/2007,16.148
29/01/2007,16.058
26/01/2007,16.0757
25/01/2007,16.0951
24/01/2007,16.2782
23/01/2007,16.141
22/01/2007,16.0743
19/01/2007,16.1595
18/01/2007,16.1128
17/01/2007,16.1609
16/01/2007,16.1755
15/01/2007,16.1625
12/01/2007,16.1625
11/01/2007,16.0846
10/01/2007,15.983
09/01/2007,15.9518
08/01/2007,15.9601
05/01/2007,15.9247
04/01/2007,16.0219
03/01/2007,16.0023
02/01/2007,16.0213
01/01/2007,16.0213
29/12/2006,16.0213
28/12/2006,16.094
27/12/2006,16.1178
26/12/2006,16.0055
25/12/2006,15.9327
22/12/2006,15.9327
21/12/2006,16.0206
20/12/2006,16.0795
19/12/2006,16.1002
18/12/2006,16.0655
15/12/2006,16.1176
14/12/2006,16.0996
13/12/2006,15.9561
12/12/2006,15.9389
11/12/2006,15.9557
08/12/2006,15.9192
07/12/2006,15.8904
06/12/2006,15.953
05/12/2006,15.9737
04/12/2006,15.8731
01/12/2006,15.7331
30/11/2006,15.7772
29/11/2006,15.7648
28/11/2006,15.6208
27/11/2006,15.5665
24/11/2006,15.781
23/11/2006,15.8389
22/11/2006,15.8389
21/11/2006,15.8019
20/11/2006,15.7783
17/11/2006,15.7886
16/11/2006,15.7724
15/11/2006,15.7403
14/11/2006,15.7041
13/11/2006,15.6515
10/11/2006,15.6103
09/11/2006,15.5807
08/11/2006,15.734
07/11/2006,15.6991
06/11/2006,15.6971
03/11/2006,15.527
02/11/2006,16.3947
01/11/2006,16.4003
31/10/2006,16.5218
30/10/2006,16.5217
27/10/2006,16.5146
26/10/2006,16.6555
25/10/2006,16.5735
24/10/2006,16.5153
23/10/2006,16.511
20/10/2006,16.41
19/10/2006,16.3903
18/10/2006,16.3783
17/10/2006,16.3554
16/10/2006,16.4156
13/10/2006,16.3743
12/10/2006,16.3409
11/10/2006,16.1867
10/10/2006,16.2269
09/10/2006,16.1938
06/10/2006,16.1809
05/10/2006,16.2245
04/10/2006,16.1886
03/10/2006,15.9954
02/10/2006,15.9619
29/09/2006,16.0198
28/09/2006,16.0594
27/09/2006,16.0287
26/09/2006,16.0257
25/09/2006,15.9061
22/09/2006,15.7671
21/09/2006,15.8061
20/09/2006,15.8918
19/09/2006,15.8095
18/09/2006,15.8439
15/09/2006,15.8282
14/09/2006,15.7851
13/09/2006,15.8066
12/09/2006,15.7473
11/09/2006,15.5851
08/09/2006,15.5777
07/09/2006,15.5186
06/09/2006,15.5936
05/09/2006,15.7512
04/09/2006,15.7243
01/09/2006,15.7242
31/08/2006,15.638
30/08/2006,15.6501
29/08/2006,15.6969
28/08/2006,15.6685
25/08/2006,15.5878
24/08/2006,15.5983
23/08/2006,15.5616
22/08/2006,15.6332
21/08/2006,15.6133
18/08/2006,15.6702
17/08/2006,15.6122
16/08/2006,15.5861
15/08/2006,15.4977
14/08/2006,15.2892
11/08/2006,15.219
10/08/2006,15.28
09/08/2006,15.2062
08/08/2006,15.2919
07/08/2006,15.4376
04/08/2006,15.4864
03/08/2006,15.501
02/08/2006,16.0443
01/08/2006,15.8716
31/07/2006,15.9432
28/07/2006,15.9668
27/07/2006,15.7752
26/07/2006,15.8396
25/07/2006,15.8456
24/07/2006,15.746
21/07/2006,15.4889
20/07/2006,15.5993
19/07/2006,15.7326
18/07/2006,15.446
17/07/2006,15.4164
14/07/2006,15.4378
13/07/2006,15.5138
12/07/2006,15.7175
11/07/2006,15.8914
10/07/2006,15.8267
07/07/2006,15.8034
06/07/2006,15.9108
05/07/2006,15.8713
04/07/2006,15.9872
03/07/2006,15.9872
30/06/2006,15.852
29/06/2006,15.8864
28/06/2006,15.5512
27/06/2006,15.4661
26/06/2006,15.6078
23/06/2006,15.5322
22/06/2006,15.5459
21/06/2006,15.6284
20/06/2006,15.4775
19/06/2006,15.4793
16/06/2006,15.6216
15/06/2006,15.6792
14/06/2006,15.3532
13/06/2006,15.2744
12/06/2006,15.4331
09/06/2006,15.6316
08/06/2006,15.705
07/06/2006,15.6761
06/06/2006,15.2236
05/06/2006,15.2497
02/06/2006,15.5261
01/06/2006,15.4958
31/05/2006,15.3112
30/05/2006,15.1897
29/05/2006,15.4351
26/05/2006,15.4351
25/05/2006,15.3473
24/05/2006,15.1748
23/05/2006,15.1513
22/05/2006,15.2176
19/05/2006,15.2798
18/05/2006,15.2169
17/05/2006,15.3259
16/05/2006,15.5883
15/05/2006,15.6735
12/05/2006,15.6188
11/05/2006,15.7968
10/05/2006,16.0033
09/05/2006,16.0083
08/05/2006,16.0232
05/05/2006,16.0363
04/05/2006,15.8956
03/05/2006,15.7935
02/05/2006,16.9484
01/05/2006,16.8449
28/04/2006,16.9159
27/04/2006,16.9059
26/04/2006,16.8502
25/04/2006,16.8029
24/04/2006,16.8852
21/04/2006,16.9263
20/04/2006,16.9287
19/04/2006,16.909
18/04/2006,16.8795
17/04/2006,16.5913
14/04/2006,16.6498
13/04/2006,16.6498
12/04/2006,16.637
11/04/2006,16.617
10/04/2006,16.7466
07/04/2006,16.7318
06/04/2006,16.9076
05/04/2006,16.9396
04/04/2006,16.8671
03/04/2006,16.7632
31/03/2006,16.7124
30/03/2006,16.7819
29/03/2006,16.8212
28/03/2006,16.6772
27/03/2006,16.8614
24/03/2006,16.8788
23/03/2006,16.8622
22/03/2006,16.9059
21/03/2006,16.7899
20/03/2006,16.8911
17/03/2006,16.9194
16/03/2006,16.8945
15/03/2006,16.9958
14/03/2006,16.9335
13/03/2006,16.7604
10/03/2006,16.7181
09/03/2006,16.5865
08/03/2006,16.6676
07/03/2006,16.6152
06/03/2006,16.2079
03/03/2006,16.3295
02/03/2006,16.3575
01/03/2006,16.3911
28/02/2006,16.2057
27/02/2006,16.3282
24/02/2006,16.2462
23/02/2006,16.2196
22/02/2006,15.973
21/02/2006,15.8336
20/02/2006,15.8947
17/02/2006,15.8947
16/02/2006,15.9237
15/02/2006,15.799
14/02/2006,15.7987
13/02/2006,15.5981
10/02/2006,15.6504
09/02/2006,15.6065
08/02/2006,17.8337
07/02/2006,17.6805
06/02/2006,17.8248
03/02/2006,17.8109
02/02/2006,17.9068
01/02/2006,17.9861
31/01/2006,17.9528
30/01/2006,18.0245
27/01/2006,18.0037
26/01/2006,17.8651
25/01/2006,17.4813
24/01/2006,17.5114
23/01/2006,17.4696
20/01/2006,17.4648
19/01/2006,17.791
18/01/2006,17.6954
17/01/2006,17.7652
16/01/2006,17.8304
13/01/2006,17.8304
12/01/2006,17.8071
11/01/2006,17.92
10/01/2006,17.8578
09/01/2006,17.8641
06/01/2006,17.8008
05/01/2006,17.6351
04/01/2006,17.6348
03/01/2006,17.5703
02/01/2006,17.2863
30/12/2005,17.281
29/12/2005,17.3659
28/12/2005,17.4063
27/12/2005,17.3837
26/12/2005,17.5514
23/12/2005,17.5514
22/12/2005,17.5439
21/12/2005,17.4703
20/12/2005,17.4288
19/12/2005,17.4329
16/12/2005,17.5237
15/12/2005,17.5737
14/12/2005,17.5986
13/12/2005,17.5268
12/12/2005,17.4303
09/12/2005,17.416
08/12/2005,17.333
07/12/2005,17.3496
06/12/2005,17.4375
05/12/2005,17.4147
02/12/2005,17.456
01/12/2005,17.4505
30/11/2005,17.238
29/11/2005,17.3488
28/11/2005,17.3484
25/11/2005,17.4973
24/11/2005,17.4609
23/11/2005,17.4609
22/11/2005,17.4004
21/11/2005,17.3132
18/11/2005,17.2224
17/11/2005,17.1488
16/11/2005,16.9935
15/11/2005,16.9856
14/11/2005,17.0464
11/11/2005,17.0013
10/11/2005,16.9497
09/11/2005,16.7993
08/11/2005,16.6904
07/11/2005,16.7084
04/11/2005,16.2057
03/11/2005,16.1487
02/11/2005,17.5641
01/11/2005,17.3906
31/10/2005,17.4522
28/10/2005,17.3278
27/10/2005,17.0457
26/10/2005,17.2262
25/10/2005,17.3046
24/10/2005,17.3457
21/10/2005,17.0648
20/10/2005,17.0389
19/10/2005,17.2987
18/10/2005,17.0436
17/10/2005,17.2169
14/10/2005,17.1658
13/10/2005,17.0253
12/10/2005,17.0374
11/10/2005,17.1414
10/10/2005,17.177
07/10/2005,17.3009
06/10/2005,17.2371
05/10/2005,17.308
04/10/2005,17.5696
03/10/2005,17.7465
30/09/2005,17.7726
29/09/2005,17.7343
28/09/2005,17.5786
27/09/2005,17.5608
26/09/2005,17.5604
23/09/2005,17.5711
22/09/2005,17.5614
21/09/2005,17.4975
20/09/2005,17.6587
19/09/2005,17.7874
16/09/2005,17.8966
15/09/2005,17.7494
14/09/2005,17.7417
13/09/2005,17.7856
12/09/2005,17.9042
09/09/2005,17.916
08/09/2005,17.7787
07/09/2005,17.8628
06/09/2005,17.8207
05/09/2005,17.5995
02/09/2005,17.6
01/09/2005,17.6603
31/08/2005,17.6327
30/08/2005,17.4244
29/08/2005,17.4787
26/08/2005,17.3757
25/08/2005,17.5467
24/08/2005,17.506
23/08/2005,17.6215
22/08/2005,17.6819
19/08/2005,17.6535
18/08/2005,17.6436
17/08/2005,17.6612
16/08/2005,17.6558
15/08/2005,17.8434
12/08/2005,17.7989
11/08/2005,17.9075
10/08/2005,17.7707
09/08/2005,17.8121
08/08/2005,17.7558
05/08/2005,17.9621
04/08/2005,17.4618
03/08/2005,18.7501
02/08/2005,18.7361
01/08/2005,18.6041
29/07/2005,18.5919
28/07/2005,18.7356
27/07/2005,18.6312
26/07/2005,18.5462
25/07/2005,18.5147
22/07/2005,18.5847
21/07/2005,18.4842
20/07/2005,18.6132
19/07/2005,18.525
18/07/2005,18.4012
15/07/2005,18.5035
14/07/2005,18.4821
13/07/2005,18.4337
12/07/2005,18.4174
11/07/2005,18.3756
08/07/2005,18.2613
07/07/2005,18.0508
06/07/2005,18.0066
05/07/2005,18.1581
04/07/2005,17.9991
01/07/2005,17.998
30/06/2005,17.9149
29/06/2005,17.8954
28/06/2005,17.9028
27/06/2005,17.8046
24/06/2005,17.8177
23/06/2005,17.9547
22/06/2005,18.1513
21/06/2005,18.1473
20/06/2005,18.1845
17/06/2005,18.1974
16/06/2005,18.1076
15/06/2005,18.042
14/06/2005,18.0031
13/06/2005,17.9583
10/06/2005,17.918
09/06/2005,17.9602
08/06/2005,17.862
07/06/2005,17.9073
06/06/2005,17.9082
03/06/2005,17.8851
02/06/2005,18.0034
01/06/2005,17.96
31/05/2005,17.7993
30/05/2005,17.9092
27/05/2005,17.9092
26/05/2005,17.8978
25/05/2005,17.7853
24/05/2005,17.846
23/05/2005,17.8434
20/05/2005,17.7751
19/05/2005,17.802
18/05/2005,17.7195
17/05/2005,17.5437
16/05/2005,17.4152
13/05/2005,17.2165
12/05/2005,17.2925
11/05/2005,17.4364
10/05/2005,17.3937
09/05/2005,16.9785
06/05/2005,16.9901
05/05/2005,16.7576
04/05/2005,18.1636
03/05/2005,17.9399
02/05/2005,17.9552
29/04/2005,17.8732
28/04/2005,17.6609
27/04/2005,17.8642
26/04/2005,17.7925
25/04/2005,17.9526
22/04/2005,17.8017
21/04/2005,17.9227
20/04/2005,17.5759
19/04/2005,17.8119
18/04/2005,17.7069
15/04/2005,17.6561
14/04/2005,17.9564
13/04/2005,18.1374
12/04/2005,18.3532
11/04/2005,18.252
08/04/2005,18.2548
07/04/2005,18.4135
06/04/2005,18.3038
05/04/2005,18.2696
04/04/2005,18.1881
01/04/2005,18.1347
31/03/2005,18.2308
30/03/2005,18.1939
29/03/2005,17.9487
28/03/2005,18.086
25/03/2005,18.0527
24/03/2005,18.0564
23/03/2005,18.0605
22/03/2005,18.0478
21/03/2005,18.2343
18/03/2005,18.3266
17/03/2005,18.3333
16/03/2005,18.3003
15/03/2005,17.8187
14/03/2005,17.9737
11/03/2005,17.8477
10/03/2005,17.9162
09/03/2005,17.912
08/03/2005,18.191
07/03/2005,18.316
04/03/2005,18.2936
03/03/2005,18.2697
02/03/2005,18.2216
01/03/2005,18.2144
28/02/2005,18.1381
25/02/2005,18.261
24/02/2005,18.1262
23/02/2005,17.9444
22/02/2005,17.8346
21/02/2005,18.0833
18/02/2005,18.0833
17/02/2005,17.9539
16/02/2005,18.0996
15/02/2005,18.0875
14/02/2005,19.1898
11/02/2005,19.1764
10/02/2005,19.0445
09/02/2005,18.9634
08/02/2005,19.1274
07/02/2005,19.1182
04/02/2005,19.139
03/02/2005,18.93
02/02/2005,18.9825
01/02/2005,18.9223
31/01/2005,18.7928
28/01/2005,18.6352
27/01/2005,18.6859
26/01/2005,18.6783
25/01/2005,18.5884
24/01/2005,18.5142
21/01/2005,18.5798
20/01/2005,18.6998
19/01/2005,18.8465
18/01/2005,19.0271
17/01/2005,18.8449
14/01/2005,18.8449
13/01/2005,18.7516
12/01/2005,18.9103
11/01/2005,18.8355
10/01/2005,18.951
07/01/2005,18.8865
06/01/2005,18.9136
05/01/2005,18.8476
04/01/2005,18.9165
03/01/2005,19.1399
31/12/2004,19.2848
30/12/2004,19.3107
29/12/2004,19.3091
28/12/2004,19.3079
27/12/2004,19.1707
24/12/2004,19.2536
23/12/2004,19.2536
22/12/2004,19.2447
21/12/2004,19.1793
20/12/2004,19.0038
17/12/2004,18.9953
16/12/2004,19.1383
15/12/2004,19.1773
14/12/2004,19.1408
13/12/2004,19.074
10/12/2004,18.9052
09/12/2004,18.9292
08/12/2004,18.8268
07/12/2004,18.7363
06/12/2004,18.9472
03/12/2004,18.9615
02/12/2004,18.9591
01/12/2004,18.9757
30/11/2004,18.6962
29/11/2004,18.7712
26/11/2004,18.8362
25/11/2004,18.822
24/11/2004,18.822
23/11/2004,18.7452
22/11/2004,18.7501
19/11/2004,18.6418
18/11/2004,18.8503
17/11/2004,18.832
16/11/2004,18.7284
15/11/2004,18.8549
12/11/2004,18.8236
11/11/2004,18.6396
10/11/2004,18.4723
09/11/2004,18.5756
08/11/2004,18.981
05/11/2004,19.0038
04/11/2004,18.9305
03/11/2004,18.6296
02/11/2004,18.4418
01/11/2004,18.4412
29/10/2004,18.4359
28/10/2004,18.3906
27/10/2004,18.3573
26/10/2004,18.1298
25/10/2004,17.8656
22/10/2004,17.8806
21/10/2004,18.0563
20/10/2004,18.0104
19/10/2004,18.0013
18/10/2004,18.1774
15/10/2004,18.0827
14/10/2004,18.0026
13/10/2004,18.1717
12/10/2004,18.3054
11/10/2004,18.3471
08/10/2004,18.3104
07/10/2004,18.4493
06/10/2004,18.638
05/10/2004,18.5144
04/10/2004,18.5264
01/10/2004,18.4666
30/09/2004,18.1594
29/09/2004,18.163
28/09/2004,18.0858
27/09/2004,17.9793
24/09/2004,18.0867
23/09/2004,18.0588
22/09/2004,18.1432
21/09/2004,18.3997
20/09/2004,18.284
17/09/2004,18.3874
16/09/2004,18.3052
15/09/2004,18.2429
14/09/2004,18.3725
13/09/2004,18.322
10/09/2004,18.2968
09/09/2004,18.2052
08/09/2004,18.1698
07/09/2004,18.2589
06/09/2004,18.134
03/09/2004,18.1343
02/09/2004,18.2074
01/09/2004,17.9954
31/08/2004,18.093
30/08/2004,18.0113
27/08/2004,18.1534
26/08/2004,18.111
25/08/2004,18.1094
24/08/2004,17.9657
23/08/2004,17.9575
20/08/2004,18.0013
19/08/2004,17.8846
18/08/2004,17.9333
17/08/2004,17.7129
16/08/2004,17.6646
13/08/2004,17.4296
12/08/2004,17.4104
11/08/2004,18.4302
10/08/2004,18.4857
09/08/2004,18.2489
06/08/2004,18.2275
05/08/2004,18.5141
04/08/2004,18.8213
03/08/2004,18.8394
02/08/2004,18.9582
30/07/2004,18.8742
29/07/2004,18.8521
28/07/2004,18.7663
27/07/2004,18.7562
26/07/2004,18.5719
23/07/2004,18.6084
22/07/2004,18.7889
21/07/2004,18.7381
20/07/2004,18.9914
19/07/2004,18.8585
16/07/2004,18.8669
15/07/2004,18.9575
14/07/2004,19.0394
13/07/2004,19.1022
12/07/2004,19.0887
09/07/2004,19.0623
08/07/2004,18.9989
07/07/2004,19.1569
06/07/2004,19.1206
05/07/2004,19.2777
02/07/2004,19.2777
01/07/2004,19.347
30/06/2004,19.5319
29/06/2004,19.4525
28/06/2004,19.404
25/06/2004,19.4225
24/06/2004,19.5296
23/06/2004,19.588
22/06/2004,19.4228
21/06/2004,19.3524
18/06/2004,19.4332
17/06/2004,19.3728
16/06/2004,19.3985
15/06/2004,19.372
14/06/2004,19.2553
11/06/2004,19.4082
10/06/2004,19.4082
09/06/2004,19.3178
08/06/2004,19.5058
07/06/2004,19.466
04/06/2004,19.1662
03/06/2004,19.0745
02/06/2004,19.1987
01/06/2004,19.1316
31/05/2004,19.1227
28/05/2004,19.1227
27/05/2004,19.1415
26/05/2004,19.0356
25/05/2004,19.0033
24/05/2004,18.7023
21/05/2004,18.6712
20/05/2004,18.5966
19/05/2004,18.5721
18/05/2004,18.6199
17/05/2004,18.485
14/05/2004,18.6865
13/05/2004,18.7022
12/05/2004,19.9587
11/05/2004,19.9254
10/05/2004,19.7739
07/05/2004,19.9845
06/05/2004,20.2626
05/05/2004,20.3998
04/05/2004,20.3638
03/05/2004,20.3263
30/04/2004,20.1411
29/04/2004,20.2608
28/04/2004,20.4178
27/04/2004,20.7034
26/04/2004,20.6565
23/04/2004,20.7487
22/04/2004,20.7365
21/04/2004,20.4484
20/04/2004,20.3403
19/04/2004,20.6618
16/04/2004,20.6398
15/04/2004,20.5345
14/04/2004,20.5249
13/04/2004,20.5471
12/04/2004,20.8314
09/04/2004,20.7244
08/04/2004,20.7244
07/04/2004,20.7457
06/04/2004,20.8845
05/04/2004,20.9283
02/04/2004,20.7594
01/04/2004,20.5842
31/03/2004,20.4649
30/03/2004,20.4796
29/03/2004,20.4029
26/03/2004,20.1455
25/03/2004,20.166
24/03/2004,19.8359
23/03/2004,19.876
22/03/2004,19.9024
19/03/2004,20.1637
18/03/2004,20.3916
17/03/2004,20.4189
16/03/2004,20.1818
15/03/2004,20.0744
12/03/2004,20.2803
11/03/2004,20.1794
10/03/2004,20.5604
09/03/2004,20.8972
08/03/2004,21.0423
05/03/2004,21.2154
04/03/2004,21.0937
03/03/2004,21.0584
02/03/2004,21.0054
01/03/2004,21.1314
27/02/2004,20.8734
26/02/2004,20.7747
25/02/2004,20.7767
24/02/2004,20.667
23/02/2004,20.7227
20/02/2004,20.7847
19/02/2004,20.8177
18/02/2004,20.8824
17/02/2004,23.2332
16/02/2004,23.0087
13/02/2004,23.0087
12/02/2004,23.1352
11/02/2004,23.2517
10/02/2004,23.0063
09/02/2004,22.8912
06/02/2004,22.9505
05/02/2004,22.6659
04/02/2004,22.6245
03/02/2004,22.8153
02/02/2004,22.7998
30/01/2004,22.7171
29/01/2004,22.781
28/01/2004,24.1401
27/01/2004,24.4732
26/01/2004,24.7153
23/01/2004,24.4197
22/01/2004,24.4102
21/01/2004,24.4887
20/01/2004,24.3
19/01/2004,24.3227
16/01/2004,24.3226
15/01/2004,24.1567
14/01/2004,24.1144
13/01/2004,23.9162
12/01/2004,24.0454
09/01/2004,23.9313
08/01/2004,24.146
07/01/2004,24.0268
06/01/2004,23.97
05/01/2004,23.9391
02/01/2004,23.6461
01/01/2004,23.7195
31/12/2003,23.7189
30/12/2003,23.6703
29/12/2003,23.6669
26/12/2003,23.377
25/12/2003,23.3375
24/12/2003,23.3375
23/12/2003,23.3804
22/12/2003,23.2956
19/12/2003,23.0826
18/12/2003,23.0963
17/12/2003,22.827
16/12/2003,22.7914
15/12/2003,22.6421
12/12/2003,22.7731
11/12/2003,22.7009
10/12/2003,22.4064
09/12/2003,22.4417
08/12/2003,22.5568
05/12/2003,22.3953
04/12/2003,22.5746
03/12/2003,22.4715
02/12/2003,22.5113
01/12/2003,22.5848
28/11/2003,22.3326
27/11/2003,22.3378
26/11/2003,22.3378
25/11/2003,22.2417
24/11/2003,22.2037
21/11/2003,21.8492
20/11/2003,21.8155
19/11/2003,21.9916
18/11/2003,21.7518
17/11/2003,21.9513
14/11/2003,22.0963
13/11/2003,21.9359
12/11/2003,23.7229
11/11/2003,23.4542
10/11/2003,23.4664
07/11/2003,23.6023
06/11/2003,23.7109
05/11/2003,23.5711
04/11/2003,23.6034
03/11/2003,23.7327
31/10/2003,23.5467
30/10/2003,23.4622
29/10/2003,23.4998
28/10/2003,23.4697
27/10/2003,23.1186
24/10/2003,23.0689
23/10/2003,23.1779
22/10/2003,23.1024
21/10/2003,23.4551
20/10/2003,23.4249
17/10/2003,23.3048
16/10/2003,23.5458
15/10/2003,23.4715
14/10/2003,23.5318
13/10/2003,23.439
10/10/2003,23.2755
09/10/2003,23.2905
08/10/2003,23.1795
07/10/2003,23.305
06/10/2003,23.1951
03/10/2003,23.0942
02/10/2003,22.8783
01/10/2003,22.833
30/09/2003,22.3328
29/09/2003,22.5707
26/09/2003,22.1271
25/09/2003,22.2715
24/09/2003,22.4078
23/09/2003,22.8182
