Date,Price Earnings Ratio (P/E)
24/02/2017,21.4617
23/02/2017,21.433
22/02/2017,21.3803
21/02/2017,21.4004
20/02/2017,21.2758
17/02/2017,21.2761
16/02/2017,21.2626
15/02/2017,21.2731
14/02/2017,21.1689
13/02/2017,21.0189
10/02/2017,20.9135
09/02/2017,20.8319
08/02/2017,21.0812
07/02/2017,21.0666
06/02/2017,21.0613
03/02/2017,21.106
02/02/2017,20.9538
01/02/2017,20.9418
31/01/2017,20.9359
30/01/2017,20.9545
27/01/2017,21.0722
26/01/2017,21.0904
25/01/2017,21.112
24/01/2017,20.9439
23/01/2017,20.8073
20/01/2017,20.8634
19/01/2017,20.7934
18/01/2017,20.8687
17/01/2017,20.8319
16/01/2017,20.8939
13/01/2017,20.8939
12/01/2017,20.8553
11/01/2017,20.9002
10/01/2017,20.8412
09/01/2017,20.8412
06/01/2017,20.91
05/01/2017,20.8368
04/01/2017,20.8528
03/01/2017,20.7342
02/01/2017,20.5597
30/12/2016,20.5623
29/12/2016,20.6581
28/12/2016,20.6642
27/12/2016,20.8383
26/12/2016,20.791
23/12/2016,20.791
22/12/2016,20.764
21/12/2016,20.8028
20/12/2016,20.8539
19/12/2016,20.7801
16/12/2016,20.7381
15/12/2016,20.7745
14/12/2016,20.6942
13/12/2016,20.8635
12/12/2016,20.728
09/12/2016,20.7516
08/12/2016,20.6291
07/12/2016,20.4795
06/12/2016,20.2133
05/12/2016,20.1446
02/12/2016,20.0275
01/12/2016,20.0195
30/11/2016,20.0735
29/11/2016,20.1281
28/11/2016,20.1083
25/11/2016,20.2145
24/11/2016,20.1357
23/11/2016,20.142
22/11/2016,20.1293
21/11/2016,20.0609
18/11/2016,19.9116
17/11/2016,19.9591
16/11/2016,19.8591
15/11/2016,19.8878
14/11/2016,19.7469
11/11/2016,19.7485
10/11/2016,19.776
09/11/2016,19.7373
08/11/2016,19.5138
07/11/2016,19.4449
04/11/2016,19.0214
03/11/2016,19.0494
02/11/2016,19.3181
01/11/2016,19.445
31/10/2016,19.5778
28/10/2016,19.5802
27/10/2016,19.6413
26/10/2016,19.7001
25/10/2016,19.7345
24/10/2016,19.8097
21/10/2016,19.716
20/10/2016,19.7177
19/10/2016,19.7449
18/10/2016,19.7017
17/10/2016,19.581
14/10/2016,19.6407
13/10/2016,19.6368
12/10/2016,19.6978
11/10/2016,19.6752
10/10/2016,19.9232
07/10/2016,19.8319
06/10/2016,19.8966
05/10/2016,19.887
04/10/2016,19.802
03/10/2016,19.9006
30/09/2016,19.9696
29/09/2016,19.8117
28/09/2016,19.9985
27/09/2016,19.8932
26/09/2016,19.7658
23/09/2016,19.937
22/09/2016,20.052
21/09/2016,19.9225
20/09/2016,19.7074
19/09/2016,19.7016
16/09/2016,19.702
15/09/2016,19.7766
14/09/2016,19.5787
13/09/2016,19.5902
12/09/2016,19.8851
09/09/2016,19.5975
08/09/2016,20.0904
07/09/2016,20.1332
06/09/2016,20.1496
05/09/2016,20.0897
02/09/2016,20.0897
01/09/2016,20.0074
31/08/2016,19.9839
30/08/2016,20.0276
29/08/2016,20.0671
26/08/2016,19.9629
25/08/2016,19.9959
24/08/2016,20.0139
23/08/2016,20.121
22/08/2016,20.0762
19/08/2016,20.0875
18/08/2016,20.1208
17/08/2016,20.0783
16/08/2016,20.0073
15/08/2016,20.118
12/08/2016,20.0622
11/08/2016,20.0748
10/08/2016,19.9942
09/08/2016,20.0495
08/08/2016,20.0392
05/08/2016,20.02
04/08/2016,19.8269
03/08/2016,19.709
02/08/2016,19.6475
01/08/2016,19.7731
29/07/2016,19.7982
28/07/2016,19.766
27/07/2016,19.7343
26/07/2016,19.758
25/07/2016,19.7516
22/07/2016,19.8113
21/07/2016,19.7215
20/07/2016,19.793
19/07/2016,19.7088
18/07/2016,19.7371
15/07/2016,19.6902
14/07/2016,19.7085
13/07/2016,19.6054
12/07/2016,19.6028
11/07/2016,19.4663
08/07/2016,19.4002
07/07/2016,19.1087
06/07/2016,19.1254
05/07/2016,19.0236
04/07/2016,19.1547
01/07/2016,19.1547
30/06/2016,19.1334
29/06/2016,18.8773
28/06/2016,18.5612
27/06/2016,18.2383
24/06/2016,18.5744
23/06/2016,19.2665
22/06/2016,19.0124
21/06/2016,19.0451
20/06/2016,18.9936
17/06/2016,18.8839
16/06/2016,18.9457
15/06/2016,18.8863
14/06/2016,18.9212
13/06/2016,18.9553
10/06/2016,19.1104
09/06/2016,19.2874
08/06/2016,19.3202
07/06/2016,19.2571
06/06/2016,19.2307
03/06/2016,19.1371
02/06/2016,19.1927
01/06/2016,19.1278
31/05/2016,19.1062
30/05/2016,19.0971
27/05/2016,19.0968
26/05/2016,19.0153
25/05/2016,19.0197
24/05/2016,18.8796
23/05/2016,18.6424
20/05/2016,18.6814
19/05/2016,18.5942
18/05/2016,18.6642
17/05/2016,18.6525
16/05/2016,18.8335
13/05/2016,18.6465
12/05/2016,18.8062
11/05/2016,18.7731
10/05/2016,18.9509
09/05/2016,18.6882
06/05/2016,18.6734
05/05/2016,18.6197
04/05/2016,18.0903
03/05/2016,18.1984
02/05/2016,18.3564
29/04/2016,18.2141
28/04/2016,18.3068
27/04/2016,18.4775
26/04/2016,18.4467
25/04/2016,18.4122
22/04/2016,18.4456
21/04/2016,18.4447
20/04/2016,18.541
19/04/2016,18.5269
18/04/2016,18.47
15/04/2016,18.3499
14/04/2016,18.368
13/04/2016,18.3648
12/04/2016,18.1823
11/04/2016,18.0083
08/04/2016,18.0578
07/04/2016,18.0076
06/04/2016,18.2258
05/04/2016,18.0363
04/04/2016,18.2212
01/04/2016,18.2798
31/03/2016,18.1692
30/03/2016,18.2063
29/03/2016,18.1331
28/03/2016,17.9753
25/03/2016,17.9656
24/03/2016,17.9657
23/03/2016,17.9728
22/03/2016,18.0883
21/03/2016,18.1041
18/03/2016,18.0703
17/03/2016,17.9912
16/03/2016,17.8733
15/03/2016,17.7737
14/03/2016,17.8065
11/03/2016,17.829
10/03/2016,17.5416
09/03/2016,17.5371
08/03/2016,17.4496
07/03/2016,17.6479
04/03/2016,17.6319
03/03/2016,17.5754
02/03/2016,17.5217
01/03/2016,17.4502
29/02/2016,17.0358
26/02/2016,17.1714
25/02/2016,17.2821
24/02/2016,17.067
23/02/2016,16.988
22/02/2016,17.2105
19/02/2016,16.8811
18/02/2016,16.8774
17/02/2016,16.9333
16/02/2016,16.6995
15/02/2016,16.4281
12/02/2016,16.4281
11/02/2016,16.1136
10/02/2016,16.3144
09/02/2016,16.3174
08/02/2016,16.3283
05/02/2016,16.5627
04/02/2016,16.8745
03/02/2016,16.8488
02/02/2016,16.7651
01/02/2016,17.0853
29/01/2016,17.0929
28/01/2016,16.6799
27/01/2016,16.5882
26/01/2016,16.7704
25/01/2016,16.5365
22/01/2016,16.7992
21/01/2016,16.4652
20/01/2016,16.3801
19/01/2016,16.5739
18/01/2016,16.5802
15/01/2016,16.5802
14/01/2016,16.9679
13/01/2016,16.6893
12/01/2016,17.1166
11/01/2016,16.9841
08/01/2016,16.9696
07/01/2016,17.1556
06/01/2016,17.572
05/01/2016,17.8055
04/01/2016,17.7698
01/01/2016,18.046
31/12/2015,18.0469
30/12/2015,18.2183
29/12/2015,18.3508
28/12/2015,18.1578
25/12/2015,18.1974
24/12/2015,18.1974
23/12/2015,18.2266
22/12/2015,18.003
21/12/2015,17.8457
18/12/2015,17.7078
17/12/2015,18.0287
16/12/2015,18.3014
15/12/2015,18.0398
14/12/2015,17.8502
11/12/2015,17.7658
10/12/2015,18.1176
09/12/2015,18.077
08/12/2015,18.2182
07/12/2015,18.3371
04/12/2015,18.4651
03/12/2015,18.0938
02/12/2015,18.3525
01/12/2015,18.5408
30/11/2015,18.3447
27/11/2015,18.4302
26/11/2015,18.4157
25/11/2015,18.4157
24/11/2015,18.4202
23/11/2015,18.38
20/11/2015,18.401
19/11/2015,18.3483
18/11/2015,18.3674
17/11/2015,18.072
16/11/2015,18.0985
13/11/2015,17.8318
12/11/2015,18.0337
11/11/2015,18.2822
10/11/2015,18.3412
09/11/2015,18.3131
06/11/2015,18.2397
05/11/2015,18.2463
04/11/2015,18.267
03/11/2015,18.332
02/11/2015,18.2821
30/10/2015,18.0676
29/10/2015,18.1549
28/10/2015,18.1624
27/10/2015,17.9499
26/10/2015,17.9959
23/10/2015,18.0303
22/10/2015,17.8336
21/10/2015,17.5418
20/10/2015,17.6446
19/10/2015,17.6682
16/10/2015,17.6634
15/10/2015,17.583
14/10/2015,17.3257
13/10/2015,17.4078
12/10/2015,17.5274
09/10/2015,17.5051
08/10/2015,17.4924
07/10/2015,17.3395
06/10/2015,17.2013
05/10/2015,17.2632
02/10/2015,16.9532
01/10/2015,16.7139
30/09/2015,16.6746
29/09/2015,16.3625
28/09/2015,16.3423
25/09/2015,16.7728
24/09/2015,16.7807
23/09/2015,16.8373
22/09/2015,16.8718
21/09/2015,17.0823
18/09/2015,17.0047
17/09/2015,17.2841
16/09/2015,17.3337
15/09/2015,17.1841
14/09/2015,16.9664
11/09/2015,17.036
10/09/2015,16.9605
09/09/2015,16.8721
08/09/2015,17.1104
07/09/2015,16.691
04/09/2015,16.691
03/09/2015,16.9497
02/09/2015,16.9251
01/09/2015,16.6211
31/08/2015,17.1273
28/08/2015,17.272
27/08/2015,17.2615
26/08/2015,16.8514
25/08/2015,16.2144
24/08/2015,16.4365
21/08/2015,17.114
20/08/2015,17.6774
19/08/2015,18.0507
18/08/2015,18.2017
17/08/2015,18.2484
14/08/2015,18.0682
13/08/2015,17.9978
12/08/2015,18.0208
11/08/2015,18.0037
10/08/2015,18.1774
07/08/2015,17.9476
06/08/2015,17.9993
05/08/2015,18.1399
04/08/2015,18.0837
03/08/2015,18.1244
31/07/2015,18.1745
30/07/2015,18.2159
29/07/2015,18.2154
28/07/2015,18.083
27/07/2015,17.8618
24/07/2015,17.9656
23/07/2015,18.1599
22/07/2015,18.2636
21/07/2015,18.3073
20/07/2015,18.3857
17/07/2015,18.3716
16/07/2015,18.3513
15/07/2015,18.2054
14/07/2015,18.2188
13/07/2015,18.138
10/07/2015,17.9395
09/07/2015,17.7208
08/07/2015,17.6808
07/07/2015,17.9802
06/07/2015,17.8716
03/07/2015,17.9408
02/07/2015,17.9408
01/07/2015,17.9464
30/06/2015,17.8277
29/06/2015,17.7807
26/06/2015,18.1596
25/06/2015,18.1667
24/06/2015,18.2208
23/06/2015,18.3558
22/06/2015,18.3446
19/06/2015,18.2335
18/06/2015,18.3307
17/06/2015,18.151
16/06/2015,18.1152
15/06/2015,18.0127
12/06/2015,18.0963
11/06/2015,18.2238
10/06/2015,18.1922
09/06/2015,17.9757
08/06/2015,17.9682
05/06/2015,18.0831
04/06/2015,18.1091
03/06/2015,18.2642
02/06/2015,18.2256
01/06/2015,18.2256
29/05/2015,18.1883
28/05/2015,18.304
27/05/2015,18.3258
26/05/2015,18.1597
25/05/2015,18.3484
22/05/2015,18.3484
21/05/2015,18.3923
20/05/2015,18.3351
19/05/2015,18.3493
18/05/2015,18.3501
15/05/2015,18.2918
14/05/2015,18.2778
13/05/2015,18.21
12/05/2015,18.2156
11/05/2015,18.2694
08/05/2015,18.3629
07/05/2015,18.1191
06/05/2015,18.0509
05/05/2015,18.1317
04/05/2015,18.3489
01/05/2015,18.2951
30/04/2015,18.0974
29/04/2015,18.2826
28/04/2015,18.3513
27/04/2015,18.3006
24/04/2015,18.3767
23/04/2015,18.3354
22/04/2015,18.2923
21/04/2015,18.2
20/04/2015,18.227
17/04/2015,18.0602
16/04/2015,18.2668
15/04/2015,18.2811
14/04/2015,18.1874
13/04/2015,18.1578
10/04/2015,18.2414
09/04/2015,18.147
08/04/2015,18.0665
07/04/2015,18.0181
06/04/2015,18.0553
03/04/2015,17.9368
02/04/2015,17.9368
01/04/2015,17.8737
31/03/2015,17.9481
30/03/2015,18.108
27/03/2015,17.889
26/03/2015,17.8468
25/03/2015,17.889
24/03/2015,18.1533
23/03/2015,18.2655
20/03/2015,18.2972
19/03/2015,18.1338
18/03/2015,18.2226
17/03/2015,18.0037
16/03/2015,18.0637
13/03/2015,17.8225
12/03/2015,17.9314
11/03/2015,17.7082
10/03/2015,17.742
09/03/2015,18.0482
06/03/2015,17.9773
05/03/2015,18.2377
04/03/2015,18.2167
03/03/2015,18.2971
02/03/2015,18.3813
27/02/2015,18.3147
26/02/2015,18.3925
25/02/2015,18.3798
24/02/2015,18.4357
23/02/2015,18.3707
20/02/2015,18.3507
19/02/2015,18.1865
18/02/2015,18.2224
17/02/2015,18.2281
16/02/2015,18.1991
13/02/2015,18.1991
12/02/2015,18.1252
11/02/2015,17.9502
10/02/2015,17.9507
09/02/2015,17.7556
06/02/2015,17.8313
05/02/2015,17.8925
04/02/2015,17.7103
03/02/2015,17.7842
02/02/2015,17.5311
30/01/2015,17.3068
29/01/2015,17.5346
28/01/2015,17.369
27/01/2015,17.6067
26/01/2015,17.8456
23/01/2015,17.8
22/01/2015,17.8982
21/01/2015,17.6291
20/01/2015,17.5461
19/01/2015,17.5189
16/01/2015,17.5189
15/01/2015,17.2869
14/01/2015,17.4483
13/01/2015,17.5503
12/01/2015,17.5957
09/01/2015,17.7393
08/01/2015,17.8897
07/01/2015,17.5753
06/01/2015,17.3733
05/01/2015,17.5292
02/01/2015,17.8556
01/01/2015,17.8617
31/12/2014,17.8616
30/12/2014,18.0477
29/12/2014,18.1363
26/12/2014,18.1203
25/12/2014,18.0605
24/12/2014,18.0605
23/12/2014,18.063
22/12/2014,18.0315
19/12/2014,17.9632
18/12/2014,17.8823
17/12/2014,17.463
16/12/2014,17.1147
15/12/2014,17.2612
12/12/2014,17.3714
11/12/2014,17.6577
10/12/2014,17.5779
09/12/2014,17.8701
08/12/2014,17.8744
05/12/2014,18.0046
04/12/2014,17.9747
03/12/2014,17.996
02/12/2014,17.9164
01/12/2014,17.8027
28/11/2014,17.9249
27/11/2014,17.9706
26/11/2014,17.9706
25/11/2014,17.9214
24/11/2014,17.9279
21/11/2014,17.8762
20/11/2014,17.7827
19/11/2014,17.7473
18/11/2014,17.7797
17/11/2014,17.6886
14/11/2014,18.1596
13/11/2014,18.1553
12/11/2014,18.1457
11/11/2014,18.1595
10/11/2014,18.1468
07/11/2014,18.0904
06/11/2014,18.0835
05/11/2014,18.0155
04/11/2014,17.9134
03/11/2014,17.9642
31/10/2014,17.9664
30/10/2014,17.758
29/10/2014,17.6481
28/10/2014,17.6726
27/10/2014,17.4641
24/10/2014,17.4904
23/10/2014,17.3679
22/10/2014,17.1568
21/10/2014,17.283
20/10/2014,16.9511
17/10/2014,16.7976
16/10/2014,16.5839
15/10/2014,16.5815
14/10/2014,16.7169
13/10/2014,16.6906
10/10/2014,16.97
09/10/2014,17.1663
08/10/2014,17.5285
07/10/2014,17.2277
06/10/2014,17.4923
03/10/2014,17.5196
02/10/2014,17.3262
01/10/2014,17.3261
30/09/2014,17.5604
29/09/2014,17.6094
26/09/2014,17.6544
25/09/2014,17.5043
24/09/2014,17.792
23/09/2014,17.6538
22/09/2014,17.7565
19/09/2014,17.8999
18/09/2014,17.9085
17/09/2014,17.8213
16/09/2014,17.7983
15/09/2014,17.666
12/09/2014,17.6786
11/09/2014,17.7848
10/09/2014,17.7689
09/09/2014,17.7044
08/09/2014,17.821
05/09/2014,17.8757
04/09/2014,17.7861
03/09/2014,17.8122
02/09/2014,17.8266
01/09/2014,17.8365
29/08/2014,17.8365
28/08/2014,17.7771
27/08/2014,17.8017
26/08/2014,17.8
25/08/2014,17.7833
22/08/2014,17.6986
21/08/2014,17.7291
20/08/2014,17.6718
19/08/2014,17.6254
18/08/2014,17.54
15/08/2014,17.3917
14/08/2014,17.3909
13/08/2014,17.7809
12/08/2014,17.6624
11/08/2014,17.6914
08/08/2014,17.6427
07/08/2014,17.4416
06/08/2014,17.539
05/08/2014,17.5387
04/08/2014,17.7103
01/08/2014,17.5839
31/07/2014,17.6343
30/07/2014,17.9942
29/07/2014,17.9931
28/07/2014,18.0749
25/07/2014,18.0697
24/07/2014,18.1577
23/07/2014,18.1489
22/07/2014,18.1171
21/07/2014,18.0267
18/07/2014,18.0686
17/07/2014,17.885
16/07/2014,18.0992
15/07/2014,18.0235
14/07/2014,18.0584
11/07/2014,17.9713
10/07/2014,17.9449
09/07/2014,18.0194
08/07/2014,17.9361
07/07/2014,18.0634
04/07/2014,18.1345
03/07/2014,18.1345
02/07/2014,18.0357
01/07/2014,18.0238
30/06/2014,17.9145
27/06/2014,17.9211
26/06/2014,17.8869
25/06/2014,17.9081
24/06/2014,17.8207
23/06/2014,17.9362
20/06/2014,17.9385
19/06/2014,17.9067
18/06/2014,17.884
17/06/2014,17.747
16/06/2014,17.7085
13/06/2014,17.6937
12/06/2014,17.6384
11/06/2014,17.767
10/06/2014,17.8308
09/06/2014,17.8351
06/06/2014,17.8184
05/06/2014,17.7363
04/06/2014,17.6214
03/06/2014,17.5879
02/06/2014,17.5945
30/05/2014,17.5817
29/05/2014,17.5493
28/05/2014,17.4558
27/05/2014,17.4746
26/05/2014,17.3706
23/05/2014,17.3706
22/05/2014,17.2971
21/05/2014,17.2523
20/05/2014,17.1097
19/05/2014,17.2184
16/05/2014,17.1527
15/05/2014,17.0886
14/05/2014,17.3059
13/05/2014,17.3877
12/05/2014,17.3803
09/05/2014,17.2138
08/05/2014,17.1877
07/05/2014,17.2113
06/05/2014,17.1138
05/05/2014,17.269
02/05/2014,17.2367
01/05/2014,17.26
30/04/2014,17.264
29/04/2014,17.2141
28/04/2014,17.1323
25/04/2014,17.077
24/04/2014,17.2164
23/04/2014,17.1869
22/04/2014,17.2243
21/04/2014,17.1541
18/04/2014,17.0896
17/04/2014,17.0896
16/04/2014,17.0663
15/04/2014,16.8892
14/04/2014,16.7758
11/04/2014,16.6391
10/04/2014,16.7985
09/04/2014,17.1568
08/04/2014,16.9715
07/04/2014,16.9081
04/04/2014,17.0918
03/04/2014,17.3088
02/04/2014,17.3294
01/04/2014,17.2801
31/03/2014,17.281
28/03/2014,17.1456
27/03/2014,17.0665
26/03/2014,17.0989
25/03/2014,17.2181
24/03/2014,17.1407
21/03/2014,17.2245
20/03/2014,17.2753
19/03/2014,17.1719
18/03/2014,17.2779
17/03/2014,17.154
14/03/2014,16.9907
13/03/2014,17.0388
12/03/2014,17.2407
11/03/2014,17.2354
10/03/2014,17.3234
07/03/2014,17.3284
06/03/2014,17.3191
05/03/2014,17.2995
04/03/2014,17.3007
03/03/2014,17.0405
28/02/2014,17.4133
27/02/2014,17.3603
26/02/2014,17.2711
25/02/2014,17.2484
24/02/2014,17.2794
21/02/2014,17.1702
20/02/2014,17.2058
19/02/2014,16.19
18/02/2014,16.2963
17/02/2014,16.2774
14/02/2014,16.2774
13/02/2014,16.1995
12/02/2014,16.106
11/02/2014,16.1103
10/02/2014,15.934
07/02/2014,15.9091
06/02/2014,15.7002
05/02/2014,15.5073
04/02/2014,15.5391
03/02/2014,15.4213
31/01/2014,15.7816
30/01/2014,15.8843
29/01/2014,15.7079
28/01/2014,15.8699
27/01/2014,15.773
24/01/2014,15.8503
23/01/2014,16.1883
22/01/2014,16.3335
21/01/2014,16.3244
20/01/2014,16.2794
17/01/2014,16.2794
16/01/2014,16.343
15/01/2014,16.365
14/01/2014,16.2809
13/01/2014,16.1067
10/01/2014,16.3118
09/01/2014,16.2743
08/01/2014,16.2687
07/01/2014,16.2722
06/01/2014,16.1738
03/01/2014,16.2146
02/01/2014,16.22
01/01/2014,16.365
31/12/2013,16.4752
30/12/2013,16.4115
27/12/2013,16.4144
26/12/2013,16.42
25/12/2013,16.3424
24/12/2013,16.3424
23/12/2013,16.2949
20/12/2013,16.2087
19/12/2013,16.131
18/12/2013,16.1407
17/12/2013,15.8819
16/12/2013,15.9313
13/12/2013,15.8328
12/12/2013,15.8344
11/12/2013,15.8944
10/12/2013,16.0763
09/12/2013,16.1273
06/12/2013,16.0985
05/12/2013,15.9196
04/12/2013,15.9889
03/12/2013,16.0099
02/12/2013,16.0612
29/11/2013,16.1051
28/11/2013,16.1178
27/11/2013,16.1177
26/11/2013,16.0778
25/11/2013,16.0586
22/11/2013,16.079
21/11/2013,15.9991
20/11/2013,15.8649
19/11/2013,15.9231
18/11/2013,16.2355
15/11/2013,16.2958
14/11/2013,16.2273
13/11/2013,16.1491
12/11/2013,16.0195
11/11/2013,16.0575
08/11/2013,16.0459
07/11/2013,15.8333
06/11/2013,16.0448
05/11/2013,15.9767
04/11/2013,16.0211
01/11/2013,15.9641
31/10/2013,15.9178
30/10/2013,15.9792
29/10/2013,16.0574
28/10/2013,15.9685
25/10/2013,15.9473
24/10/2013,15.8775
23/10/2013,15.826
22/10/2013,15.9012
21/10/2013,15.8105
18/10/2013,15.809
17/10/2013,15.7062
16/10/2013,15.601
15/10/2013,15.3882
14/10/2013,15.4977
11/10/2013,15.4348
10/10/2013,15.3384
09/10/2013,15.0106
08/10/2013,15.002
07/10/2013,15.189
04/10/2013,15.3193
03/10/2013,15.2121
02/10/2013,15.3499
01/10/2013,15.3601
30/09/2013,15.3556
27/09/2013,15.4488
26/09/2013,15.512
25/09/2013,15.4616
24/09/2013,15.5041
23/09/2013,15.5445
20/09/2013,15.6182
19/09/2013,15.7318
18/09/2013,15.7608
17/09/2013,15.5712
16/09/2013,15.5054
13/09/2013,15.4176
12/09/2013,15.3759
11/09/2013,15.4277
10/09/2013,15.3807
09/09/2013,15.2691
06/09/2013,15.1173
05/09/2013,15.1163
04/09/2013,15.098
03/09/2013,14.9765
02/09/2013,14.9142
30/08/2013,14.9142
29/08/2013,14.9617
28/08/2013,14.9332
27/08/2013,14.8926
26/08/2013,15.133
23/08/2013,15.1945
22/08/2013,15.1349
21/08/2013,15.005
20/08/2013,15.089
19/08/2013,15.0304
16/08/2013,15.1097
15/08/2013,15.2079
14/08/2013,15.4263
13/08/2013,15.4842
12/08/2013,15.4406
09/08/2013,15.4613
08/08/2013,15.5196
07/08/2013,15.4587
06/08/2013,15.517
05/08/2013,16.4757
02/08/2013,16.5001
01/08/2013,16.4731
31/07/2013,16.269
30/07/2013,16.2708
29/07/2013,16.2647
26/07/2013,16.3257
25/07/2013,16.3122
24/07/2013,16.2706
23/07/2013,16.3329
22/07/2013,16.3632
19/07/2013,16.33
18/07/2013,16.3037
17/07/2013,16.2221
16/07/2013,16.1771
15/07/2013,16.2389
12/07/2013,16.2166
11/07/2013,16.1667
10/07/2013,15.9505
09/07/2013,15.9485
08/07/2013,15.8354
05/07/2013,15.7527
04/07/2013,15.5936
03/07/2013,15.5936
02/07/2013,15.5808
01/07/2013,15.5893
28/06/2013,15.5956
27/06/2013,15.663
26/06/2013,15.5655
25/06/2013,15.4177
24/06/2013,15.2726
21/06/2013,15.4591
20/06/2013,15.4179
19/06/2013,15.8137
18/06/2013,16.0358
17/06/2013,15.9119
14/06/2013,15.7924
13/06/2013,15.8859
12/06/2013,15.6541
11/06/2013,15.7859
10/06/2013,15.9477
07/06/2013,15.9532
06/06/2013,15.7511
05/06/2013,15.6187
04/06/2013,15.8372
03/06/2013,15.925
31/05/2013,15.8314
30/05/2013,16.0611
29/05/2013,16.0028
28/05/2013,16.1163
27/05/2013,16.0151
24/05/2013,16.0151
23/05/2013,16.0239
22/05/2013,16.0695
21/05/2013,16.1975
20/05/2013,16.1651
17/05/2013,16.1768
16/05/2013,16.0119
15/05/2013,16.0856
14/05/2013,16.0044
13/05/2013,15.8435
10/05/2013,15.8428
09/05/2013,15.7745
08/05/2013,15.8313
07/05/2013,15.7627
06/05/2013,15.817
03/05/2013,15.7876
02/05/2013,15.623
01/05/2013,15.4774
30/04/2013,15.6228
29/04/2013,15.5841
26/04/2013,15.4729
25/04/2013,15.5015
24/04/2013,15.4392
23/04/2013,15.4391
22/04/2013,15.2785
19/04/2013,15.2077
18/04/2013,15.0743
17/04/2013,15.1761
16/04/2013,15.3968
15/04/2013,15.1794
12/04/2013,15.5362
11/04/2013,15.5804
10/04/2013,15.5253
09/04/2013,15.3384
08/04/2013,15.2842
05/04/2013,15.1885
04/04/2013,15.254
03/04/2013,15.1925
02/04/2013,15.3544
01/04/2013,15.2757
29/03/2013,15.4251
28/03/2013,15.4251
27/03/2013,15.3652
26/03/2013,15.3745
25/03/2013,15.2555
22/03/2013,15.3068
21/03/2013,15.1999
20/03/2013,15.3261
19/03/2013,15.2241
18/03/2013,15.2611
15/03/2013,15.346
14/03/2013,15.3709
13/03/2013,15.2852
12/03/2013,15.2651
11/03/2013,15.3017
08/03/2013,15.2521
07/03/2013,15.184
06/03/2013,15.1565
05/03/2013,15.1381
04/03/2013,14.9947
01/03/2013,14.9259
28/02/2013,14.8907
27/02/2013,14.9045
26/02/2013,14.7668
25/02/2013,14.6896
22/02/2013,14.9672
21/02/2013,14.8312
20/02/2013,15.0173
19/02/2013,15.206
18/02/2013,15.0952
15/02/2013,15.0952
14/02/2013,15.111
13/02/2013,15.1006
12/02/2013,15.0917
11/02/2013,15.0677
08/02/2013,15.0768
07/02/2013,14.992
06/02/2013,15.0193
05/02/2013,15.0167
04/02/2013,14.8619
01/02/2013,15.0354
31/01/2013,14.8857
30/01/2013,14.924
29/01/2013,15.0642
28/01/2013,14.9876
25/01/2013,15.0154
24/01/2013,14.9341
23/01/2013,14.934
22/01/2013,14.9115
21/01/2013,14.8458
18/01/2013,14.8458
17/01/2013,14.7954
16/01/2013,14.7124
15/01/2013,14.7095
14/01/2013,14.6925
11/01/2013,14.7061
10/01/2013,14.7067
09/01/2013,14.5958
08/01/2013,14.5572
07/01/2013,14.6046
04/01/2013,14.6504
03/01/2013,14.5794
02/01/2013,14.6099
01/01/2013,14.248
31/12/2012,14.3359
28/12/2012,14.097
27/12/2012,14.2545
26/12/2012,14.272
25/12/2012,14.3406
24/12/2012,14.3406
21/12/2012,14.3757
20/12/2012,14.5118
19/12/2012,14.432
18/12/2012,14.5423
17/12/2012,14.3771
14/12/2012,14.209
13/12/2012,14.268
12/12/2012,14.3587
11/12/2012,14.3525
10/12/2012,14.2592
07/12/2012,14.2543
06/12/2012,14.2128
05/12/2012,14.1656
04/12/2012,14.1426
03/12/2012,14.1669
30/11/2012,14.2343
29/11/2012,14.2321
28/11/2012,14.1713
27/11/2012,14.0609
26/11/2012,14.1348
23/11/2012,14.1635
22/11/2012,13.9814
21/11/2012,13.9814
20/11/2012,13.9484
19/11/2012,13.8904
16/11/2012,13.6205
15/11/2012,13.5566
14/11/2012,13.5756
13/11/2012,13.7649
12/11/2012,13.8128
09/11/2012,13.8041
08/11/2012,13.7788
07/11/2012,14.0673
06/11/2012,14.4089
05/11/2012,14.2966
02/11/2012,14.2657
01/11/2012,14.4029
31/10/2012,14.2473
30/10/2012,14.245
29/10/2012,14.245
26/10/2012,14.245
25/10/2012,14.2554
24/10/2012,14.2128
23/10/2012,14.2568
22/10/2012,14.4658
19/10/2012,14.4594
18/10/2012,14.7034
17/10/2012,14.7394
16/10/2012,14.6788
15/10/2012,14.5293
12/10/2012,14.4128
11/10/2012,14.4557
10/10/2012,14.4529
09/10/2012,14.5431
08/10/2012,14.6884
05/10/2012,14.7393
04/10/2012,14.7441
03/10/2012,14.6391
02/10/2012,14.5862
01/10/2012,14.5735
28/09/2012,14.5751
27/09/2012,14.6406
26/09/2012,14.5007
25/09/2012,14.5844
24/09/2012,14.7392
21/09/2012,14.7722
20/09/2012,14.7733
19/09/2012,14.7812
18/09/2012,14.7637
17/09/2012,14.7827
14/09/2012,14.829
13/09/2012,14.7706
12/09/2012,14.5337
11/09/2012,14.5034
10/09/2012,14.4579
07/09/2012,14.5473
06/09/2012,14.4887
05/09/2012,14.1984
04/09/2012,14.213
03/09/2012,14.2296
31/08/2012,14.2296
30/08/2012,14.1578
29/08/2012,14.2692
28/08/2012,14.2571
27/08/2012,14.2687
