Date,BEst P/E Ratio,S5ENRS INDEX ,BEST P/E Ratio ,1FY Local CCY
2017-04-07,30.6806,,,
2017-04-06,30.8219,,,
2017-04-05,30.5394,,,
2017-04-04,30.5974,,,
2017-04-03,30.2155,,,
2017-03-31,30.1606,,,
2017-03-30,30.1851,,,
2017-03-29,30.1939,,,
2017-03-28,29.7863,,,
2017-03-27,29.2703,,,
2017-03-24,29.3145,,,
2017-03-23,29.3719,,,
2017-03-22,29.4913,,,
2017-03-21,29.5068,,,
2017-03-20,29.7364,,,
2017-03-17,29.7323,,,
2017-03-16,29.7954,,,
2017-03-15,30.0065,,,
2017-03-14,29.2853,,,
2017-03-13,29.6272,,,
2017-03-10,29.6127,,,
2017-03-09,29.6276,,,
2017-03-08,29.3328,,,
2017-03-07,30.0695,,,
2017-03-06,30.2943,,,
2017-03-03,30.1399,,,
2017-03-02,30.2867,,,
2017-03-01,30.4773,,,
2017-02-28,29.9179,,,
2017-02-27,30.1718,,,
2017-02-24,29.8602,,,
2017-02-23,30.143,,,
2017-02-22,29.9645,,,
2017-02-21,30.5138,,,
2017-02-20,30.2964,,,
2017-02-17,30.2477,,,
2017-02-16,30.4471,,,
2017-02-15,30.8193,,,
2017-02-14,31.0436,,,
2017-02-13,30.9401,,,
2017-02-10,30.9643,,,
2017-02-09,30.7814,,,
2017-02-08,30.4601,,,
2017-02-07,30.5582,,,
2017-02-06,142.7009,,,
2017-02-03,148.3335,,,
2017-02-02,145.6259,,,
2017-02-01,147.457,,,
2017-01-31,156.4572,,,
2017-01-30,182.0148,,,
2017-01-27,185.1711,,,
2017-01-26,169.4161,,,
2017-01-25,151.4366,,,
2017-01-24,151.7944,,,
2017-01-23,151.4029,,,
2017-01-20,140.9119,,,
2017-01-19,140.193,,,
2017-01-18,142.2207,,,
2017-01-17,140.9127,,,
2017-01-16,139.2629,,,
2017-01-13,139.6248,,,
2017-01-12,146.4706,,,
2017-01-11,142.286,,,
2017-01-10,143.6826,,,
2017-01-09,145.3529,,,
2017-01-06,146.3033,,,
2017-01-05,147.0732,,,
2017-01-04,147.772,,,
2017-01-03,148.6005,,,
2017-01-02,145.2291,,,
2016-12-30,145.4008,,,
2016-12-29,145.7914,,,
2016-12-28,146.1423,,,
2016-12-27,147.5633,,,
2016-12-26,147.2417,,,
2016-12-23,147.2417,,,
2016-12-22,149.239,,,
2016-12-21,148.384,,,
2016-12-20,148.1175,,,
2016-12-19,148.4093,,,
2016-12-16,149.0319,,,
2016-12-15,146.092,,,
2016-12-14,145.428,,,
2016-12-13,147.6116,,,
2016-12-12,146.1626,,,
2016-12-09,145.2809,,,
2016-12-08,145.3811,,,
2016-12-07,143.2411,,,
2016-12-06,141.3075,,,
2016-12-05,141.1511,,,
2016-12-02,139.6837,,,
2016-12-01,138.9864,,,
2016-11-30,138.6047,,,
2016-11-29,132.2986,,,
2016-11-28,134.6995,,,
2016-11-25,136.0217,,,
2016-11-24,136.5592,,,
2016-11-23,136.5583,,,
2016-11-22,134.9487,,,
2016-11-21,135.8775,,,
2016-11-18,133.6339,,,
2016-11-17,130.3853,,,
2016-11-16,131.325,,,
2016-11-15,132.093,,,
2016-11-14,131.5997,,,
2016-11-11,129.1951,,,
2016-11-10,130.9138,,,
2016-11-09,130.6273,,,
2016-11-08,128.878,,,
2016-11-07,129.2392,,,
2016-11-04,125.9313,,,
2016-11-03,128.8759,,,
2016-11-02,128.9637,,,
2016-11-01,131.7677,,,
2016-10-31,131.1129,,,
2016-10-28,133.6262,,,
2016-10-27,137.7097,,,
2016-10-26,137.4864,,,
2016-10-25,142.7839,,,
2016-10-24,148.1699,,,
2016-10-21,147.8657,,,
2016-10-20,149.6374,,,
2016-10-19,148.399,,,
2016-10-18,144.4633,,,
2016-10-17,141.4163,,,
2016-10-14,136.8741,,,
2016-10-13,136.8218,,,
2016-10-12,135.9433,,,
2016-10-11,136.3328,,,
2016-10-10,136.6627,,,
2016-10-07,132.9149,,,
2016-10-06,133.2309,,,
2016-10-05,133.442,,,
2016-10-04,130.9371,,,
2016-10-03,131.8389,,,
2016-09-30,131.7399,,,
2016-09-29,129.9116,,,
2016-09-28,130.9541,,,
2016-09-27,125.5321,,,
2016-09-26,122.6689,,,
2016-09-23,122.5134,,,
2016-09-22,124.2037,,,
2016-09-21,124.163,,,
2016-09-20,121.6489,,,
2016-09-19,121.9688,,,
2016-09-16,122.5789,,,
2016-09-15,123.7272,,,
2016-09-14,123.3089,,,
2016-09-13,124.7731,,,
2016-09-12,127.1223,,,
2016-09-09,125.7085,,,
2016-09-08,129.1613,,,
2016-09-07,127.5211,,,
2016-09-06,126.8498,,,
2016-09-05,124.8176,,,
2016-09-02,124.486,,,
2016-09-01,122.2974,,,
2016-08-31,122.6152,,,
2016-08-30,123.2023,,,
2016-08-29,124.9079,,,
2016-08-26,128.6165,,,
2016-08-25,128.5988,,,
2016-08-24,128.9802,,,
2016-08-23,129.7585,,,
2016-08-22,133.204,,,
2016-08-19,134.4867,,,
2016-08-18,135.2738,,,
2016-08-17,133.0485,,,
2016-08-16,132.3945,,,
2016-08-15,132.1235,,,
2016-08-12,130.4998,,,
2016-08-11,128.4479,,,
2016-08-10,123.1918,,,
2016-08-09,123.0431,,,
2016-08-08,124.5056,,,
2016-08-05,123.3462,,,
2016-08-04,122.6823,,,
2016-08-03,124.4268,,,
2016-08-02,121.1822,,,
2016-08-01,118.5834,,,
2016-07-29,104.6343,,,
2016-07-28,94.0182,,,
2016-07-27,92.4856,,,
2016-07-26,93.4538,,,
2016-07-25,92.9546,,,
2016-07-22,93.6403,,,
2016-07-21,93.9555,,,
2016-07-20,97.5108,,,
2016-07-19,96.8213,,,
2016-07-18,96.7869,,,
2016-07-15,95.9128,,,
2016-07-14,96.3587,,,
2016-07-13,95.756,,,
2016-07-12,99.0171,,,
2016-07-11,97.7632,,,
2016-07-08,95.9827,,,
2016-07-07,93.8391,,,
2016-07-06,97.2492,,,
2016-07-05,95.6792,,,
2016-07-04,97.9027,,,
2016-07-01,97.8903,,,
2016-06-30,97.3841,,,
2016-06-29,95.6326,,,
2016-06-28,93.6608,,,
2016-06-27,91.1948,,,
2016-06-24,93.5977,,,
2016-06-23,96.924,,,
2016-06-22,95.1161,,,
2016-06-21,95.7744,,,
2016-06-20,95.1932,,,
2016-06-17,93.7144,,,
2016-06-16,91.5461,,,
2016-06-15,91.541,,,
2016-06-14,90.8905,,,
2016-06-13,92.2455,,,
2016-06-10,93.2691,,,
2016-06-09,94.6823,,,
2016-06-08,95.5417,,,
2016-06-07,95.5484,,,
2016-06-06,93.9881,,,
2016-06-03,91.9267,,,
2016-06-02,91.4647,,,
2016-06-01,92.596,,,
2016-05-31,92.4061,,,
2016-05-30,93.8406,,,
2016-05-27,93.85,,,
2016-05-26,93.4464,,,
2016-05-25,93.8303,,,
2016-05-24,92.2796,,,
2016-05-23,92.4298,,,
2016-05-20,92.0358,,,
2016-05-19,95.9844,,,
2016-05-18,96.1688,,,
2016-05-17,97.099,,,
2016-05-16,95.9938,,,
2016-05-13,95.472,,,
2016-05-12,97.0715,,,
2016-05-11,96.5571,,,
2016-05-10,100.4544,,,
2016-05-09,98.1502,,,
2016-05-06,99.239,,,
2016-05-05,97.1225,,,
2016-05-04,96.8611,,,
2016-05-03,96.8914,,,
2016-05-02,96.6226,,,
2016-04-29,101.5609,,,
2016-04-28,102.1578,,,
2016-04-27,102.5554,,,
2016-04-26,100.2517,,,
2016-04-25,97.7338,,,
2016-04-22,94.8968,,,
2016-04-21,94.7935,,,
2016-04-20,92.4373,,,
2016-04-19,89.3763,,,
2016-04-18,87.0098,,,
2016-04-15,86.6031,,,
2016-04-14,87.6537,,,
2016-04-13,87.1856,,,
2016-04-12,86.8437,,,
2016-04-11,83.3343,,,
2016-04-08,80.388,,,
2016-04-07,79.2277,,,
2016-04-06,79.049,,,
2016-04-05,78.7788,,,
2016-04-04,78.6565,,,
2016-04-01,76.8915,,,
2016-03-31,77.6799,,,
2016-03-30,77.4077,,,
2016-03-29,75.19,,,
2016-03-28,75.3133,,,
2016-03-25,75.1546,,,
2016-03-24,75.1546,,,
2016-03-23,74.6346,,,
2016-03-22,76.0033,,,
2016-03-21,75.107,,,
2016-03-18,74.8069,,,
2016-03-17,74.4083,,,
2016-03-16,73.9863,,,
2016-03-15,72.7701,,,
2016-03-14,71.7893,,,
2016-03-11,71.8426,,,
2016-03-10,67.1612,,,
2016-03-09,67.1262,,,
2016-03-08,66.0809,,,
2016-03-07,68.2602,,,
2016-03-04,66.6223,,,
2016-03-03,66.3891,,,
2016-03-02,64.3408,,,
2016-03-01,61.7976,,,
2016-02-29,59.4682,,,
2016-02-26,58.9208,,,
2016-02-25,55.6779,,,
2016-02-24,55.3308,,,
2016-02-23,54.6406,,,
2016-02-22,55.8751,,,
2016-02-19,53.2361,,,
2016-02-18,54.0794,,,
2016-02-17,54.2354,,,
2016-02-16,52.3349,,,
2016-02-15,51.3314,,,
2016-02-12,51.3269,,,
2016-02-11,49.8081,,,
2016-02-10,49.8407,,,
2016-02-09,49.8208,,,
2016-02-08,50.508,,,
2016-02-05,50.623,,,
2016-02-04,47.1925,,,
2016-02-03,23.9237,,,
2016-02-02,22.521,,,
2016-02-01,24.5631,,,
2016-01-29,25.0394,,,
2016-01-28,24.0088,,,
2016-01-27,23.1165,,,
2016-01-26,23.3263,,,
2016-01-25,22.4582,,,
2016-01-22,23.5997,,,
2016-01-21,22.6227,,,
2016-01-20,21.9584,,,
2016-01-19,22.786,,,
2016-01-18,23.2043,,,
2016-01-15,23.2016,,,
2016-01-14,23.9064,,,
2016-01-13,22.8763,,,
2016-01-12,23.295,,,
2016-01-11,23.0478,,,
2016-01-08,23.4317,,,
2016-01-07,23.6705,,,
2016-01-06,24.2447,,,
2016-01-05,25.1476,,,
2016-01-04,25.0359,,,
2016-01-01,25.0645,,,
2015-12-31,24.9904,,,
2015-12-30,24.9784,,,
2015-12-29,25.3489,,,
2015-12-28,25.1792,,,
2015-12-25,25.6346,,,
2015-12-24,25.6345,,,
2015-12-23,25.8688,,,
2015-12-22,24.8189,,,
2015-12-21,24.5137,,,
2015-12-18,24.592,,,
2015-12-17,25.0103,,,
2015-12-16,25.6478,,,
2015-12-15,25.7815,,,
2015-12-14,25.0572,,,
2015-12-11,24.8256,,,
2015-12-10,25.6615,,,
2015-12-09,25.5035,,,
2015-12-08,25.1389,,,
2015-12-07,25.6174,,,
2015-12-04,26.5759,,,
2015-12-03,26.7103,,,
2015-12-02,27.2278,,,
2015-12-01,28.1046,,,
2015-11-30,27.8714,,,
2015-11-27,27.7654,,,
2015-11-26,27.9529,,,
2015-11-25,27.9529,,,
2015-11-24,28.1863,,,
2015-11-23,27.5774,,,
2015-11-20,27.415,,,
2015-11-19,27.6837,,,
2015-11-18,28.0479,,,
2015-11-17,27.5719,,,
2015-11-16,27.8924,,,
2015-11-13,27.0364,,,
2015-11-12,28.0231,,,
2015-11-11,28.7328,,,
2015-11-10,29.4177,,,
2015-11-09,28.3715,,,
2015-11-06,29.006,,,
2015-11-05,29.2424,,,
2015-11-04,29.6396,,,
2015-11-03,29.9888,,,
2015-11-02,29.3088,,,
2015-10-30,29.078,,,
2015-10-29,28.8471,,,
2015-10-28,28.89,,,
2015-10-27,28.2151,,,
2015-10-26,28.3785,,,
2015-10-23,29.0563,,,
2015-10-22,29.1403,,,
2015-10-21,28.4537,,,
2015-10-20,28.6597,,,
2015-10-19,28.6112,,,
2015-10-16,28.9766,,,
2015-10-15,28.8018,,,
2015-10-14,28.247,,,
2015-10-13,28.0231,,,
2015-10-12,28.1255,,,
2015-10-09,28.2924,,,
2015-10-08,28.4853,,,
2015-10-07,27.9236,,,
2015-10-06,27.52,,,
2015-10-05,26.9217,,,
2015-10-02,26.22,,,
2015-10-01,25.1858,,,
2015-09-30,25.1659,,,
2015-09-29,24.5613,,,
2015-09-28,24.5874,,,
2015-09-25,25.4643,,,
2015-09-24,25.3878,,,
2015-09-23,25.2433,,,
2015-09-22,25.66,,,
2015-09-21,25.9357,,,
2015-09-18,25.6748,,,
2015-09-17,26.3497,,,
2015-09-16,26.3475,,,
2015-09-15,25.6405,,,
2015-09-14,25.3613,,,
2015-09-11,25.5429,,,
2015-09-10,25.3621,,,
2015-09-09,25.2254,,,
2015-09-08,25.4542,,,
2015-09-07,24.7579,,,
2015-09-04,24.7579,,,
2015-09-03,25.1599,,,
2015-09-02,24.8422,,,
2015-09-01,24.6292,,,
2015-08-31,25.8805,,,
2015-08-28,25.3442,,,
2015-08-27,24.8356,,,
2015-08-26,23.6491,,,
2015-08-25,22.8534,,,
2015-08-24,23.1644,,,
2015-08-21,24.2292,,,
2015-08-20,24.9867,,,
2015-08-19,25.5734,,,
2015-08-18,26.303,,,
2015-08-17,26.4115,,,
2015-08-14,26.3563,,,
2015-08-13,26.04,,,
2015-08-12,26.3787,,,
2015-08-11,25.8312,,,
2015-08-10,25.8941,,,
2015-08-07,25.1204,,,
2015-08-06,25.7554,,,
2015-08-05,25.4885,,,
2015-08-04,25.7003,,,
2015-08-03,25.8562,,,
2015-07-31,25.7252,,,
2015-07-30,25.7736,,,
2015-07-29,25.9224,,,
2015-07-28,25.6029,,,
2015-07-27,24.8525,,,
2015-07-24,25.1748,,,
2015-07-23,25.7649,,,
2015-07-22,25.8491,,,
2015-07-21,26.012,,,
2015-07-20,26.0446,,,
2015-07-17,26.1592,,,
2015-07-16,26.438,,,
2015-07-15,26.4437,,,
2015-07-14,26.8751,,,
2015-07-13,26.691,,,
2015-07-10,26.6468,,,
2015-07-09,26.4968,,,
2015-07-08,26.4237,,,
2015-07-07,26.983,,,
2015-07-06,26.7654,,,
2015-07-03,27.1031,,,
2015-07-02,27.078,,,
2015-07-01,26.9627,,,
2015-06-30,27.4124,,,
2015-06-29,27.2234,,,
2015-06-26,27.6103,,,
2015-06-25,27.5641,,,
2015-06-24,27.969,,,
2015-06-23,28.1412,,,
2015-06-22,28.0357,,,
2015-06-19,27.7642,,,
2015-06-18,28.0031,,,
2015-06-17,27.9637,,,
2015-06-16,27.979,,,
2015-06-15,27.7574,,,
2015-06-12,27.975,,,
2015-06-11,28.2833,,,
2015-06-10,28.4222,,,
2015-06-09,28.0609,,,
2015-06-08,28.0724,,,
2015-06-05,28.1998,,,
2015-06-04,27.9911,,,
2015-06-03,28.3392,,,
2015-06-02,28.6599,,,
2015-06-01,28.5055,,,
2015-05-29,28.6608,,,
2015-05-28,28.6407,,,
2015-05-27,28.6933,,,
2015-05-26,28.8149,,,
2015-05-25,29.4709,,,
2015-05-22,29.4705,,,
2015-05-21,29.6386,,,
2015-05-20,29.3875,,,
2015-05-19,29.3554,,,
2015-05-18,29.7793,,,
2015-05-15,30.0926,,,
2015-05-14,30.0628,,,
2015-05-13,30.0542,,,
2015-05-12,30.1246,,,
2015-05-11,30.0928,,,
2015-05-08,30.754,,,
2015-05-07,30.5388,,,
2015-05-06,30.8312,,,
2015-05-05,30.7511,,,
2015-05-04,31.023,,,
2015-05-01,31.1648,,,
2015-04-30,31.5386,,,
2015-04-29,32.0771,,,
2015-04-28,31.7982,,,
2015-04-27,31.5926,,,
2015-04-24,31.7738,,,
2015-04-23,31.9658,,,
2015-04-22,31.5492,,,
2015-04-21,31.1584,,,
2015-04-20,31.4256,,,
2015-04-17,31.4067,,,
2015-04-16,31.7838,,,
2015-04-15,31.7299,,,
2015-04-14,30.8143,,,
2015-04-13,30.2723,,,
2015-04-10,30.3612,,,
2015-04-09,30.2848,,,
2015-04-08,29.7897,,,
2015-04-07,29.9083,,,
2015-04-06,29.5509,,,
2015-04-03,28.9848,,,
2015-04-02,28.9857,,,
2015-04-01,28.932,,,
2015-03-31,28.8602,,,
2015-03-30,28.9964,,,
2015-03-27,28.2359,,,
2015-03-26,28.4824,,,
2015-03-25,28.5297,,,
2015-03-24,28.3633,,,
2015-03-23,28.5292,,,
2015-03-20,28.486,,,
2015-03-19,27.9352,,,
2015-03-18,28.3285,,,
2015-03-17,27.4836,,,
2015-03-16,27.5972,,,
2015-03-13,27.1249,,,
2015-03-12,27.2282,,,
2015-03-11,27.5301,,,
2015-03-10,27.2735,,,
2015-03-09,27.5492,,,
2015-03-06,27.8988,,,
2015-03-05,28.2007,,,
2015-03-04,28.4884,,,
2015-03-03,28.1762,,,
2015-03-02,28.0799,,,
2015-02-27,27.9854,,,
2015-02-26,27.7875,,,
2015-02-25,28.2203,,,
2015-02-24,28.0392,,,
2015-02-23,28.0125,,,
2015-02-20,28.2047,,,
2015-02-19,28.2588,,,
2015-02-18,28.1517,,,
2015-02-17,28.3633,,,
2015-02-16,28.244,,,
2015-02-13,28.2123,,,
2015-02-12,27.4618,,,
2015-02-11,26.9867,,,
2015-02-10,27.1585,,,
2015-02-09,27.1266,,,
2015-02-06,27.0723,,,
2015-02-05,27.0702,,,
2015-02-04,26.0723,,,
2015-02-03,25.9947,,,
2015-02-02,13.3583,,,
2015-01-30,13.0944,,,
2015-01-29,12.9632,,,
2015-01-28,12.8249,,,
2015-01-27,13.3306,,,
2015-01-26,13.3854,,,
2015-01-23,13.1881,,,
2015-01-22,13.3246,,,
2015-01-21,13.2481,,,
2015-01-20,12.9794,,,
2015-01-19,12.9834,,,
2015-01-16,12.9898,,,
2015-01-15,12.5703,,,
2015-01-14,12.7256,,,
2015-01-13,12.7095,,,
2015-01-12,12.8276,,,
2015-01-09,13.1903,,,
2015-01-08,13.291,,,
2015-01-07,12.9865,,,
2015-01-06,12.9556,,,
2015-01-05,13.1302,,,
2015-01-02,13.6447,,,
2015-01-01,13.5735,,,
2014-12-31,13.5735,,,
2014-12-30,13.676,,,
2014-12-29,13.7602,,,
2014-12-26,13.7247,,,
2014-12-25,13.7335,,,
2014-12-24,13.7335,,,
2014-12-23,13.8435,,,
2014-12-22,13.6326,,,
2014-12-19,13.8263,,,
2014-12-18,13.418,,,
2014-12-17,13.1624,,,
2014-12-16,12.6272,,,
2014-12-15,12.5405,,,
2014-12-12,12.5954,,,
2014-12-11,12.8771,,,
2014-12-10,12.8694,,,
2014-12-09,13.2651,,,
2014-12-08,13.1266,,,
2014-12-05,13.6372,,,
2014-12-04,13.7671,,,
2014-12-03,13.8051,,,
2014-12-02,13.6366,,,
2014-12-01,13.4212,,,
2014-11-28,13.3151,,,
2014-11-27,13.866,,,
2014-11-26,13.866,,,
2014-11-25,14.0142,,,
2014-11-24,14.2166,,,
2014-11-21,14.3054,,,
2014-11-20,14.0737,,,
2014-11-19,13.9247,,,
2014-11-18,13.8358,,,
2014-11-17,13.786,,,
2014-11-14,13.8385,,,
2014-11-13,13.7249,,,
2014-11-12,13.8996,,,
2014-11-11,14.0047,,,
2014-11-10,13.963,,,
2014-11-07,14.0568,,,
2014-11-06,13.9547,,,
2014-11-05,13.7758,,,
2014-11-04,13.5585,,,
2014-11-03,13.8342,,,
2014-10-31,14.1024,,,
2014-10-30,13.8086,,,
2014-10-29,13.8893,,,
2014-10-28,13.9031,,,
2014-10-27,13.5662,,,
2014-10-24,13.804,,,
2014-10-23,13.8115,,,
2014-10-22,13.5409,,,
2014-10-21,13.7628,,,
2014-10-20,13.2572,,,
2014-10-17,13.1012,,,
2014-10-16,12.9731,,,
2014-10-15,12.7118,,,
2014-10-14,12.5785,,,
2014-10-13,12.7273,,,
2014-10-10,13.0909,,,
2014-10-09,13.2612,,,
2014-10-08,13.7529,,,
2014-10-07,13.6129,,,
2014-10-06,13.796,,,
2014-10-03,13.7246,,,
2014-10-02,13.7171,,,
2014-10-01,13.7625,,,
2014-09-30,14.0036,,,
2014-09-29,14.1149,,,
2014-09-26,14.1725,,,
2014-09-25,13.9842,,,
2014-09-24,14.2014,,,
2014-09-23,14.1901,,,
2014-09-22,14.2217,,,
2014-09-19,14.4912,,,
2014-09-18,14.4905,,,
2014-09-17,14.5519,,,
2014-09-16,14.6217,,,
2014-09-15,14.4494,,,
2014-09-12,14.344,,,
2014-09-11,14.5611,,,
2014-09-10,14.5473,,,
2014-09-09,14.5849,,,
2014-09-08,14.6381,,,
2014-09-05,14.852,,,
2014-09-04,14.7493,,,
2014-09-03,14.9489,,,
2014-09-02,14.8968,,,
2014-09-01,15.0853,,,
2014-08-29,15.085,,,
2014-08-28,15.0022,,,
2014-08-27,15.0098,,,
2014-08-26,15.0233,,,
2014-08-25,14.9175,,,
2014-08-22,14.8183,,,
2014-08-21,14.915,,,
2014-08-20,14.9127,,,
2014-08-19,14.8843,,,
2014-08-18,14.778,,,
2014-08-15,14.7352,,,
2014-08-14,14.6518,,,
2014-08-13,14.7372,,,
2014-08-12,14.6881,,,
2014-08-11,14.7839,,,
2014-08-08,14.7926,,,
2014-08-07,14.549,,,
2014-08-06,14.6314,,,
2014-08-05,14.5584,,,
2014-08-04,14.8706,,,
2014-08-01,14.6378,,,
2014-07-31,14.6628,,,
2014-07-30,15.0033,,,
2014-07-29,15.0468,,,
2014-07-28,15.0891,,,
2014-07-25,15.0835,,,
2014-07-24,15.1942,,,
2014-07-23,15.1664,,,
2014-07-22,15.0764,,,
2014-07-21,14.9645,,,
2014-07-18,14.9545,,,
2014-07-17,14.9193,,,
2014-07-16,15.2075,,,
2014-07-15,14.9985,,,
2014-07-14,15.0499,,,
2014-07-11,14.9158,,,
2014-07-10,14.9942,,,
2014-07-09,15.1357,,,
2014-07-08,15.0435,,,
2014-07-07,15.0544,,,
2014-07-04,15.1288,,,
2014-07-03,15.1278,,,
2014-07-02,15.1036,,,
2014-07-01,15.1154,,,
2014-06-30,15.1,,,
2014-06-27,15.0795,,,
2014-06-26,15.0808,,,
2014-06-25,15.016,,,
2014-06-24,14.919,,,
2014-06-23,15.2151,,,
2014-06-20,15.1986,,,
2014-06-19,15.0452,,,
2014-06-18,14.9501,,,
2014-06-17,14.8339,,,
2014-06-16,14.8625,,,
2014-06-13,14.7877,,,
2014-06-12,14.6404,,,
2014-06-11,14.5927,,,
2014-06-10,14.5422,,,
2014-06-09,14.5419,,,
2014-06-06,14.5429,,,
2014-06-05,14.4217,,,
2014-06-04,14.3532,,,
2014-06-03,14.3715,,,
2014-06-02,14.3072,,,
2014-05-30,14.3705,,,
2014-05-29,14.3772,,,
2014-05-28,14.269,,,
2014-05-27,14.2861,,,
2014-05-26,14.2478,,,
2014-05-23,14.2478,,,
2014-05-22,14.2605,,,
2014-05-21,14.2795,,,
2014-05-20,14.1247,,,
2014-05-19,14.1612,,,
2014-05-16,14.1211,,,
2014-05-15,14.1506,,,
2014-05-14,14.3339,,,
2014-05-13,14.3284,,,
2014-05-12,14.2902,,,
2014-05-09,14.2157,,,
2014-05-08,14.2504,,,
2014-05-07,14.4521,,,
2014-05-06,14.3689,,,
2014-05-05,14.3713,,,
2014-05-02,14.3073,,,
2014-05-01,14.2932,,,
2014-04-30,14.37,,,
2014-04-29,14.394,,,
2014-04-28,14.3419,,,
2014-04-25,14.3186,,,
2014-04-24,14.4426,,,
2014-04-23,14.4809,,,
2014-04-22,14.4315,,,
2014-04-21,14.4665,,,
2014-04-18,14.3737,,,
2014-04-17,14.3828,,,
2014-04-16,14.2857,,,
2014-04-15,14.1105,,,
2014-04-14,13.9304,,,
2014-04-11,13.7643,,,
2014-04-10,13.7728,,,
2014-04-09,13.9275,,,
2014-04-08,13.8605,,,
2014-04-07,13.7023,,,
2014-04-04,13.8957,,,
2014-04-03,13.9527,,,
2014-04-02,13.8913,,,
2014-04-01,13.8568,,,
2014-03-31,13.7737,,,
2014-03-28,13.7772,,,
2014-03-27,13.6046,,,
2014-03-26,13.4998,,,
2014-03-25,13.5559,,,
2014-03-24,13.4507,,,
2014-03-21,13.6015,,,
2014-03-20,13.5698,,,
2014-03-19,13.4995,,,
2014-03-18,13.6226,,,
2014-03-17,13.5181,,,
2014-03-14,13.4255,,,
2014-03-13,13.4094,,,
2014-03-12,13.5413,,,
2014-03-11,13.5235,,,
2014-03-10,13.6941,,,
2014-03-07,13.672,,,
2014-03-06,13.6299,,,
2014-03-05,13.4979,,,
2014-03-04,13.5995,,,
2014-03-03,13.4591,,,
2014-02-28,13.51,,,
2014-02-27,13.4209,,,
2014-02-26,13.4134,,,
2014-02-25,13.504,,,
2014-02-24,13.5029,,,
2014-02-21,13.3169,,,
2014-02-20,13.3941,,,
2014-02-19,13.2812,,,
2014-02-18,13.2718,,,
2014-02-17,13.2319,,,
2014-02-14,13.2291,,,
2014-02-13,13.041,,,
2014-02-12,12.9841,,,
2014-02-11,13.0312,,,
2014-02-10,12.8523,,,
2014-02-07,12.9195,,,
2014-02-06,12.7911,,,
2014-02-05,12.6113,,,
2014-02-04,12.701,,,
2014-02-03,12.6086,,,
2014-01-31,12.6979,,,
2014-01-30,13.8901,,,
2014-01-29,13.8167,,,
2014-01-28,14.0756,,,
2014-01-27,13.9633,,,
2014-01-24,14.0133,,,
2014-01-23,14.3098,,,
2014-01-22,14.482,,,
2014-01-21,14.4523,,,
2014-01-20,14.3766,,,
2014-01-17,14.3767,,,
2014-01-16,14.3722,,,
2014-01-15,14.3472,,,
2014-01-14,14.3334,,,
2014-01-13,14.1811,,,
2014-01-10,14.4369,,,
2014-01-09,14.377,,,
2014-01-08,14.4287,,,
2014-01-07,14.5308,,,
2014-01-06,14.4021,,,
2014-01-03,14.3848,,,
2014-01-02,14.4216,,,
2014-01-01,14.6245,,,
2013-12-31,14.6234,,,
2013-12-30,14.4893,,,
2013-12-27,14.6047,,,
2013-12-26,14.5291,,,
2013-12-25,14.404,,,
2013-12-24,14.404,,,
2013-12-23,14.3139,,,
2013-12-20,14.3863,,,
2013-12-19,14.3638,,,
2013-12-18,14.3338,,,
2013-12-17,14.0933,,,
2013-12-16,14.1694,,,
2013-12-13,14.019,,,
2013-12-12,14.0799,,,
2013-12-11,14.025,,,
2013-12-10,14.2276,,,
2013-12-09,14.2438,,,
2013-12-06,14.2557,,,
2013-12-05,14.1752,,,
2013-12-04,14.2417,,,
2013-12-03,14.3126,,,
2013-12-02,14.2635,,,
2013-11-29,14.2558,,,
2013-11-28,14.2785,,,
2013-11-27,14.2784,,,
2013-11-26,14.3823,,,
2013-11-25,14.4328,,,
2013-11-22,14.5524,,,
2013-11-21,14.4681,,,
2013-11-20,14.3465,,,
2013-11-19,14.3889,,,
2013-11-18,14.3593,,,
2013-11-15,14.4444,,,
2013-11-14,14.3436,,,
2013-11-13,14.2606,,,
2013-11-12,14.1658,,,
2013-11-11,14.2847,,,
2013-11-08,14.242,,,
2013-11-07,14.0346,,,
2013-11-06,14.2362,,,
2013-11-05,14.1427,,,
2013-11-04,14.2148,,,
2013-11-01,14.0299,,,
2013-10-31,14.0226,,,
2013-10-30,14.0457,,,
2013-10-29,14.09,,,
2013-10-28,14.0177,,,
2013-10-25,13.9958,,,
2013-10-24,13.9449,,,
2013-10-23,13.8635,,,
2013-10-22,14.0544,,,
2013-10-21,13.9592,,,
2013-10-18,14.007,,,
2013-10-17,13.7862,,,
2013-10-16,13.7138,,,
2013-10-15,13.4351,,,
2013-10-14,13.492,,,
2013-10-11,13.3942,,,
2013-10-10,13.2499,,,
2013-10-09,13.0605,,,
2013-10-08,13.02,,,
2013-10-07,13.1531,,,
2013-10-04,13.241,,,
2013-10-03,13.102,,,
2013-10-02,13.1936,,,
2013-10-01,13.1575,,,
2013-09-30,13.114,,,
2013-09-27,13.2145,,,
2013-09-26,13.2501,,,
2013-09-25,13.2396,,,
2013-09-24,13.2484,,,
2013-09-23,13.2425,,,
2013-09-20,13.3584,,,
2013-09-19,13.4606,,,
2013-09-18,13.4876,,,
2013-09-17,13.3325,,,
2013-09-16,13.2781,,,
2013-09-13,13.2673,,,
2013-09-12,13.2599,,,
2013-09-11,13.2875,,,
2013-09-10,13.1893,,,
2013-09-09,13.148,,,
2013-09-06,13.0077,,,
